,Time,Acc_x,Acc_y,Acc_z
801,1603920601534,-473,-599,995
802,1603920601584,-970,-1099,877
803,1603920601634,-1541,-836,787
804,1603920601684,-1504,-1039,704
805,1603920601734,-1059,-1033,846
806,1603920601784,-1610,-212,912
807,1603920601834,-2048,-851,1025
808,1603920601884,-2048,-1681,843
809,1603920601934,-2048,466,-515
810,1603920601984,-2048,676,-2035
811,1603920602034,-2048,-1096,-2048
812,1603920602084,-2048,62,-2048
813,1603920602134,-2048,-1033,-2048
814,1603920602184,630,2047,538
815,1603920602234,-2048,251,2047
816,1603920602284,-377,2047,-152
817,1603920602334,-2048,1129,2047
818,1603920602384,-526,2047,1123
819,1603920602434,-274,-63,1260
820,1603920602484,-444,-22,1204
821,1603920602534,-123,202,1616
822,1603920602584,120,-57,1960
823,1603920602634,-372,196,1519
824,1603920602684,-892,-640,1668
825,1603920602734,-2048,-1608,1958
826,1603920602784,-2048,-2048,1474
827,1603920602834,-2048,-2048,1089
828,1603920602884,-2048,-1795,2047
829,1603920602934,-1440,-1721,2047
830,1603920602984,9,-319,2047
831,1603920603034,-988,-1433,2047
832,1603920603084,-428,-1640,2047
833,1603920603134,-201,-1781,2047
834,1603920603184,445,-1589,2047
835,1603920603234,139,-697,1185
836,1603920603284,-632,-378,888
837,1603920603334,-1192,-1072,852
838,1603920603384,-1654,-887,727
839,1603920603434,-1507,-875,569
840,1603920603484,-1350,-939,914
841,1603920603534,-1767,-696,948
842,1603920603584,-2048,-1043,1105
843,1603920603634,-2048,-1600,329
844,1603920603684,-2048,1068,-1080
845,1603920603734,-2048,-606,-2048
846,1603920603784,-2048,-726,-2048
847,1603920603834,-2048,500,-2048
848,1603920603884,2047,-2048,-1041
849,1603920603934,-2048,-1467,2047
850,1603920603984,-2048,2047,1061
851,1603920604034,-2048,-2048,-2048
852,1603920604084,-2048,-742,606
853,1603920604134,-185,295,839
854,1603920604184,-504,-197,866
855,1603920604234,-918,413,1123
856,1603920604284,231,784,1906
857,1603920604334,-247,-312,1922
858,1603920604384,-199,-686,1474
859,1603920604434,-1875,-1694,1989
860,1603920604484,-2048,-2048,2022
861,1603920604534,-2048,-2048,1245
862,1603920604584,-2048,-2048,2047
863,1603920604634,-2048,-1723,2047
864,1603920604684,315,-1129,2047
865,1603920604734,-189,-1052,2047
866,1603920604784,-473,-1389,2047
867,1603920604834,57,-1695,2047
868,1603920604884,336,-1377,2047
869,1603920604934,-78,-1018,2047
870,1603920604984,-814,-965,1238
871,1603920605034,-684,-359,544
872,1603920605084,-1489,-1150,601
873,1603920605134,-1668,-1469,464
874,1603920605184,-977,-1448,410
875,1603920605234,-1310,-601,807
876,1603920605284,-2048,-345,904
877,1603920605334,-2048,-1531,674
878,1603920605384,-2048,738,-547
879,1603920605434,-2048,1125,-2048
880,1603920605484,-2048,-576,-2048
881,1603920605534,-2048,-131,-2048
882,1603920605584,-2048,-493,-2048
883,1603920605634,-2048,-2048,-2048
884,1603920605684,-2048,-2048,2047
885,1603920605734,2047,2047,-2048
886,1603920605784,-2048,-164,2047
887,1603920605834,-1522,1219,741
888,1603920605884,22,45,1127
889,1603920605934,-642,262,1197
890,1603920605984,-15,-103,1640
891,1603920606034,-148,-42,1848
892,1603920606084,4,-464,1590
893,1603920606134,-486,-1019,1392
894,1603920606184,-2048,-2048,2047
895,1603920606234,-2048,-2048,2047
896,1603920606284,-1591,-15,-1330
897,1603920606334,-1511,-522,2047
898,1603920606384,-99,-1509,2047
899,1603920606434,-382,-1255,2047
